3						
#n	pH(k)	F(k)	pH(k+1)
  8.0559033e+000	  5.1857340e+002	  8.1376366e+000	
  8.1376366e+000	  5.1857340e+002	  8.2231212e+000	
  8.2231212e+000	  5.1857340e+002	  8.3120545e+000	
  8.3120545e+000	  5.1857340e+002	  8.4033884e+000	
  8.4033884e+000	  5.1857340e+002	  8.4950466e+000	
  8.4950466e+000	  5.1857340e+002	  8.5840079e+000	
  8.5840079e+000	  5.1857340e+002	  8.6670216e+000	
  8.6670216e+000	  5.1857340e+002	  8.7416387e+000	
  8.7416387e+000	  5.1857340e+002	  8.8067991e+000	
  8.8067991e+000	  5.1656891e+002	  8.1751888e+000	
  8.1751888e+000	  5.1656891e+002	  7.8960823e+000	
  7.8960823e+000	  5.1656891e+002	  7.7397629e+000	
  7.7397629e+000	  5.1656891e+002	  7.6358397e+000	
  7.6358397e+000	  5.1656891e+002	  7.5604876e+000	
  7.5604876e+000	  5.1656891e+002	  7.5029779e+000	
  7.5029779e+000	  5.1656891e+002	  7.4575881e+000	
  7.4575881e+000	  5.1656891e+002	  7.4209116e+000	
  7.4209116e+000	  5.1656891e+002	  7.3907594e+000	
  7.3907594e+000	  5.1656891e+002	  7.3656428e+000	
  7.3656428e+000	  5.1656891e+002	  7.3445048e+000	
  7.3445048e+000	  5.1656891e+002	  7.3265688e+000	
  7.3265688e+000	  5.1656891e+002	  7.3112483e+000	
  7.3112483e+000	  5.1656891e+002	  7.2980901e+000	
  7.2980901e+000	  5.1656891e+002	  7.2867377e+000	
  7.2867377e+000	  5.1656891e+002	  7.2769058e+000	
  7.2769058e+000	  5.1656891e+002	  7.2683634e+000	
  7.2683634e+000	  5.1656891e+002	  7.2609209e+000	
  7.2609209e+000	  5.1656891e+002	  7.2544216e+000	
  7.2544216e+000	  5.1658068e+002	  7.2490816e+000	
  7.2490816e+000	  5.1658068e+002	  7.2443974e+000	
  7.2443974e+000	  5.1658068e+002	  7.2402825e+000	
  7.2402825e+000	  5.1658068e+002	  7.2366635e+000	
  7.2366635e+000	  5.1658068e+002	  7.2334771e+000	
  7.2334771e+000	  5.1658068e+002	  7.2306690e+000	
  7.2306690e+000	  5.1658068e+002	  7.2281924e+000	
  7.2281924e+000	  5.1658068e+002	  7.2260064e+000	
  7.2260064e+000	  5.1658068e+002	  7.2240759e+000	
  7.2240759e+000	  5.1658068e+002	  7.2223699e+000	
  7.2223699e+000	  5.1658068e+002	  7.2208618e+000	
  7.2208618e+000	  5.1658068e+002	  7.2195278e+000	
  7.2195278e+000	  5.1658068e+002	  7.2183476e+000	
  7.2183476e+000	  5.1658068e+002	  7.2173029e+000	
  7.2173029e+000	  5.1658068e+002	  7.2163781e+000	
  7.2163781e+000	  5.1875794e+002	  7.2795131e+000	
  7.2795131e+000	  5.1875794e+002	  7.3443625e+000	
  7.3443625e+000	  5.1875794e+002	  7.4112504e+000	
  7.4112504e+000	  5.1875794e+002	  7.4805804e+000	
  7.4805804e+000	  5.1875794e+002	  7.5528623e+000	
  7.5528623e+000	  5.1875794e+002	  7.6287493e+000	
  7.6287493e+000	  5.1875794e+002	  7.7090915e+000	
  7.7090915e+000	  5.1875794e+002	  7.7950125e+000	
  7.7950125e+000	  5.1875794e+002	  7.8880174e+000	
  7.8880174e+000	  5.1875794e+002	  7.9901319e+000	
  7.9901319e+000	  5.1875794e+002	  8.1040265e+000	
  8.1040265e+000	  5.1837291e+002	  8.1432021e+000	
  8.1432021e+000	  5.1837291e+002	  8.1806754e+000	
  8.1806754e+000	  5.1837291e+002	  8.2163212e+000	
  8.2163212e+000	  5.1837291e+002	  8.2500332e+000	
  8.2500332e+000	  5.1837291e+002	  8.2817302e+000	
  8.2817302e+000	  5.1852067e+002	  8.3558067e+000	
  8.3558067e+000	  5.1852067e+002	  8.4292334e+000	
  8.4292334e+000	  5.1852067e+002	  8.5005885e+000	
  8.5005885e+000	  5.1790577e+002	  8.3507235e+000	
  8.3507235e+000	  5.1790577e+002	  8.2408594e+000	
  8.2408594e+000	  5.1790577e+002	  8.1586261e+000	
  8.1586261e+000	  5.1790577e+002	  8.0952311e+000	
  8.0952311e+000	  5.1790577e+002	  8.0450846e+000	
  8.0450846e+000	  5.1790577e+002	  8.0045944e+000	
  8.0045944e+000	  5.1790577e+002	  7.9713679e+000	
  7.9713679e+000	  5.1790577e+002	  7.9437505e+000	
  7.9437505e+000	  5.1790577e+002	  7.9205588e+000	
  7.9205588e+000	  5.1790577e+002	  7.9009210e+000	
  7.9009210e+000	  5.1790577e+002	  7.8841789e+000	
  7.8841789e+000	  5.1790577e+002	  7.8698248e+000	
  7.8698248e+000	  5.1790577e+002	  7.8574600e+000	
  7.8574600e+000	  5.1405854e+002	  7.5406168e+000	
  7.5406168e+000	  5.1405854e+002	  7.3753769e+000	
  7.3753769e+000	  5.1405854e+002	  7.2676754e+000	
  7.2676754e+000	  5.1405854e+002	  7.1902550e+000	
  7.1902550e+000	  5.1405854e+002	  7.1314390e+000	
  7.1314390e+000	  5.1405854e+002	  7.0851455e+000	
  7.0851455e+000	  5.1405854e+002	  7.0478041e+000	
  7.0478041e+000	  5.1911791e+002	  7.1151612e+000	
  7.1151612e+000	  5.1911791e+002	  7.1850961e+000	
  7.1850961e+000	  5.1911791e+002	  7.2581807e+000	
  7.2581807e+000	  5.1911791e+002	  7.3351673e+000	
  7.3351673e+000	  5.1911791e+002	  7.4170700e+000	
  7.4170700e+000	  5.1911791e+002	  7.5052986e+000	
  7.5052986e+000	  5.1911791e+002	  7.6018864e+000	
  7.6018864e+000	  5.1911791e+002	  7.7099024e+000	
  7.7099024e+000	  5.1911791e+002	  7.8342449e+000	
  7.8342449e+000	  5.1911791e+002	  7.9832492e+000	
  7.9832492e+000	  5.1830535e+002	  8.0152677e+000	
  8.0152677e+000	  5.1830535e+002	  8.0456020e+000	
  8.0456020e+000	  5.1830535e+002	  8.0742143e+000	
  8.0742143e+000	  5.1830535e+002	  8.1010836e+000	
  8.1010836e+000	  5.1830535e+002	  8.1262056e+000	
  8.1262056e+000	  5.1830535e+002	  8.1495932e+000	
  8.1495932e+000	  5.1830535e+002	  8.1712757e+000	
  8.1712757e+000	  5.1830535e+002	  8.1912974e+000	
  8.1912974e+000	  5.1830535e+002	  8.2097158e+000	
  8.2097158e+000	  5.1830535e+002	  8.2265992e+000	
  8.2265992e+000	  5.1830535e+002	  8.2420245e+000	
  8.2420245e+000	  5.1830535e+002	  8.2560747e+000	
  8.2560747e+000	  5.1830535e+002	  8.2688366e+000	
  8.2688366e+000	  5.1830535e+002	  8.2803989e+000	
  8.2803989e+000	  5.1843094e+002	  8.3271717e+000	
  8.3271717e+000	  5.1843094e+002	  8.3717913e+000	
  8.3717913e+000	  5.1843094e+002	  8.4139591e+000	
  8.4139591e+000	  5.1843094e+002	  8.4534316e+000	
  8.4534316e+000	  5.1843094e+002	  8.4900397e+000	
  8.4900397e+000	  5.1843094e+002	  8.5236982e+000	
  8.5236982e+000	  5.2039242e+002	  9.2217483e+000	
  9.2217483e+000	  5.2039242e+002	  9.5182777e+000	
  9.5182777e+000	  5.2039242e+002	  9.6800539e+000	
  9.6800539e+000	  5.2039242e+002	  9.7864890e+000	
  9.7864890e+000	  5.2039242e+002	  9.8632309e+000	
  9.8632309e+000	  5.2039242e+002	  9.9215918e+000	
  9.9215918e+000	  5.2039242e+002	  9.9675361e+000	
  9.9675361e+000	  5.2039242e+002	  1.0004588e+001	
  1.0004588e+001	  5.2039242e+002	  1.0035000e+001	
  1.0035000e+001	  5.2039242e+002	  1.0060299e+001	
  1.0060299e+001	  5.2039242e+002	  1.0081565e+001	
  1.0081565e+001	  5.2039242e+002	  1.0099590e+001	
  1.0099590e+001	  5.2039242e+002	  1.0114972e+001	
  1.0114972e+001	  5.2039242e+002	  1.0128170e+001	
  1.0128170e+001	  5.2039242e+002	  1.0139548e+001	
  1.0139548e+001	  5.2039242e+002	  1.0149393e+001	
  1.0149393e+001	  5.2489716e+002	  1.0269805e+001	
  1.0269805e+001	  5.2489716e+002	  1.0354233e+001	
  1.0354233e+001	  5.2489716e+002	  1.0417392e+001	
  1.0417392e+001	  5.2489716e+002	  1.0466576e+001	
  1.0466576e+001	  5.2489716e+002	  1.0505935e+001	
  1.0505935e+001	  5.2489716e+002	  1.0538052e+001	
  1.0538052e+001	  5.2489716e+002	  1.0564648e+001	
  1.0564648e+001	  5.2489716e+002	  1.0586920e+001	
  1.0586920e+001	  5.2489716e+002	  1.0605740e+001	
  1.0605740e+001	  5.2489716e+002	  1.0621757e+001	
  1.0621757e+001	  5.2489716e+002	  1.0635469e+001	
  1.0635469e+001	  5.2489716e+002	  1.0647265e+001	
  1.0647265e+001	  5.2489716e+002	  1.0657453e+001	
  1.0657453e+001	  5.2489716e+002	  1.0666284e+001	
  1.0666284e+001	  5.2489716e+002	  1.0673959e+001	
  1.0673959e+001	  5.2489716e+002	  1.0680647e+001	
  1.0680647e+001	  5.2489716e+002	  1.0686487e+001	
  1.0686487e+001	  5.1839913e+002	  1.0634428e+001	
  1.0634428e+001	  5.1839913e+002	  1.0582371e+001	
  1.0582371e+001	  5.1839913e+002	  1.0530318e+001	
  1.0530318e+001	  5.1839913e+002	  1.0478268e+001	
  1.0478268e+001	  5.1839913e+002	  1.0426223e+001	
  1.0426223e+001	  5.1839913e+002	  1.0374186e+001	
  1.0374186e+001	  5.1839913e+002	  1.0322157e+001	
  1.0322157e+001	  5.1839913e+002	  1.0270141e+001	
  1.0270141e+001	  5.1839913e+002	  1.0218140e+001	
  1.0218140e+001	  5.1839913e+002	  1.0166158e+001	
  1.0166158e+001	  5.1839913e+002	  1.0114203e+001	
  1.0114203e+001	  5.1839913e+002	  1.0062280e+001	
  1.0062280e+001	  5.1839913e+002	  1.0010399e+001	
  1.0010399e+001	  5.1839913e+002	  9.9585726e+000	
  9.9585726e+000	  5.1839913e+002	  9.9068152e+000	
  9.9068152e+000	  5.1839913e+002	  9.8551460e+000	
  9.8551460e+000	  5.1839913e+002	  9.8035890e+000	
  9.8035890e+000	  5.1839913e+002	  9.7521743e+000	
  9.7521743e+000	  5.1839913e+002	  9.7009400e+000	
  9.7009400e+000	  5.1419230e+002	  8.8860940e+000	
  8.8860940e+000	  5.1419230e+002	  7.8315683e+000	
  7.8315683e+000	  5.1419230e+002	  7.5367225e+000	
  7.5367225e+000	  5.1419230e+002	  7.3782737e+000	
  7.3782737e+000	  5.1419230e+002	  7.2738388e+000	
  7.2738388e+000	  5.1419230e+002	  7.1983273e+000	
  7.1983273e+000	  5.1419230e+002	  7.1407562e+000	
  7.1407562e+000	  5.1419230e+002	  7.0953340e+000	
  7.0953340e+000	  5.1419230e+002	  7.0586329e+000	
  7.0586329e+000	  5.1419230e+002	  7.0284566e+000	
  7.0284566e+000	  5.1419230e+002	  7.0033146e+000	
  7.0033146e+000	  5.1419230e+002	  6.9821495e+000	
  6.9821495e+000	  5.1419230e+002	  6.9641849e+000	
  6.9641849e+000	  5.1419230e+002	  6.9488349e+000	
  6.9488349e+000	  5.1419230e+002	  6.9356468e+000	
  6.9356468e+000	  5.1419230e+002	  6.9242644e+000	
  6.9242644e+000	  5.1419230e+002	  6.9144030e+000	
  6.9144030e+000	  5.1419230e+002	  6.9058316e+000	
  6.9058316e+000	  5.1419230e+002	  6.8983610e+000	
  6.8983610e+000	  5.1419230e+002	  6.8918346e+000	
  6.8918346e+000	  5.2245355e+002	  7.0078907e+000	
  7.0078907e+000	  5.2245355e+002	  7.1453562e+000	
  7.1453562e+000	  5.2245355e+002	  7.3190818e+000	
  7.3190818e+000	  5.2245355e+002	  7.5669884e+000	
  7.5669884e+000	  5.2245355e+002	  8.0521653e+000	
  8.0521653e+000	  5.2245355e+002	  9.3215101e+000	
  9.3215101e+000	  5.2245355e+002	  9.7494507e+000	
  9.7494507e+000	  5.2245355e+002	  9.9437616e+000	
  9.9437616e+000	  5.2245355e+002	  1.0064511e+001	
  1.0064511e+001	  5.2245355e+002	  1.0149206e+001	
  1.0149206e+001	  5.2245355e+002	  1.0212578e+001	
  1.0212578e+001	  5.2245355e+002	  1.0261938e+001	
  1.0261938e+001	  5.2245355e+002	  1.0301445e+001	
  1.0301445e+001	  5.2245355e+002	  1.0333691e+001	
  1.0333691e+001	  5.2245355e+002	  1.0360400e+001	
  1.0360400e+001	  5.1802821e+002	  1.0300883e+001	
  1.0300883e+001	  5.1802821e+002	  1.0240268e+001	
  1.0240268e+001	  5.1802821e+002	  1.0178367e+001	
  1.0178367e+001	  5.1852934e+002	  1.0130353e+001	
  1.0130353e+001	  5.1852934e+002	  1.0082827e+001	
  1.0082827e+001	  5.1852934e+002	  1.0035841e+001	
  1.0035841e+001	  5.1852934e+002	  9.9894557e+000	
  9.9894557e+000	  5.1852934e+002	  9.9437331e+000	
  9.9437331e+000	  5.1852934e+002	  9.8987415e+000	
  9.8987415e+000	  5.1852934e+002	  9.8545537e+000	
  9.8545537e+000	  5.1852934e+002	  9.8112462e+000	
  9.8112462e+000	  5.1852934e+002	  9.7688991e+000	
  9.7688991e+000	  5.1852934e+002	  9.7275956e+000	
  9.7275956e+000	  5.1852934e+002	  9.6874200e+000	
  9.6874200e+000	  5.1852934e+002	  9.6484571e+000	
  9.6484571e+000	  5.1852934e+002	  9.6107903e+000	
  9.6107903e+000	  5.1852934e+002	  9.5744998e+000	
  9.5744998e+000	  5.1852934e+002	  9.5396604e+000	
  9.5396604e+000	  5.1852934e+002	  9.5063398e+000	
  9.5063398e+000	  5.2062314e+002	  9.6921019e+000	
  9.6921019e+000	  5.2062314e+002	  9.8096934e+000	
  9.8096934e+000	  5.2062314e+002	  9.8928068e+000	
  9.8928068e+000	  5.2089019e+002	  9.9671483e+000	
  9.9671483e+000	  5.2089019e+002	  1.0023904e+001	
  1.0023904e+001	  5.2089019e+002	  1.0068706e+001	
  1.0068706e+001	  5.2089019e+002	  1.0104907e+001	
  1.0104907e+001	  5.2089019e+002	  1.0134666e+001	
  1.0134666e+001	  5.2089019e+002	  1.0159449e+001	
  1.0159449e+001	  5.2089019e+002	  1.0180300e+001	
  1.0180300e+001	  5.2089019e+002	  1.0197986e+001	
  1.0197986e+001	  5.2089019e+002	  1.0213087e+001	
  1.0213087e+001	  5.2089019e+002	  1.0226051e+001	
  1.0226051e+001	  5.2089019e+002	  1.0237230e+001	
  1.0237230e+001	  5.2089019e+002	  1.0246906e+001	
  1.0246906e+001	  5.1867270e+002	  1.0201973e+001	
  1.0201973e+001	  5.1867270e+002	  1.0157821e+001	
  1.0157821e+001	  5.1867270e+002	  1.0114520e+001	
  1.0114520e+001	  5.1867270e+002	  1.0072144e+001	
  1.0072144e+001	  5.1867270e+002	  1.0030765e+001	
  1.0030765e+001	  5.1867270e+002	  9.9904594e+000	
  9.9904594e+000	  5.1867270e+002	  9.9513020e+000	
  9.9513020e+000	  5.1867270e+002	  9.9133665e+000	
  9.9133665e+000	  5.1867270e+002	  9.8767241e+000	
  9.8767241e+000	  5.1867270e+002	  9.8414418e+000	
  9.8414418e+000	  5.1867270e+002	  9.8075808e+000	
  9.8075808e+000	  5.1867270e+002	  9.7751953e+000	
  9.7751953e+000	  5.1867270e+002	  9.7443306e+000	
  9.7443306e+000	  5.1867270e+002	  9.7150221e+000	
  9.7150221e+000	  5.1867270e+002	  9.6872943e+000	
  9.6872943e+000	  5.1867270e+002	  9.6611598e+000	
  9.6611598e+000	  5.1867270e+002	  9.6366193e+000	
  9.6366193e+000	  5.1731717e+002	  9.4560716e+000	
  9.4560716e+000	  5.1731717e+002	  9.2023351e+000	
  9.2023351e+000	  5.1731717e+002	  8.8067554e+000	
  8.8067554e+000	  5.1731717e+002	  8.3783612e+000	
  8.3783612e+000	  5.1731717e+002	  8.1233521e+000	
  8.1233521e+000	  5.1731717e+002	  7.9700069e+000	
  7.9700069e+000	  5.1731717e+002	  7.8663018e+000	
  7.8663018e+000	  5.1731717e+002	  7.7906778e+000	
  7.7906778e+000	  5.1731717e+002	  7.7328310e+000	
  7.7328310e+000	  5.1731717e+002	  7.6871322e+000	
  7.6871322e+000	  5.1731717e+002	  7.6501926e+000	
  7.6501926e+000	  5.1731717e+002	  7.6198211e+000	
  7.6198211e+000	  5.1731717e+002	  7.5945227e+000	
  7.5945227e+000	  5.1731717e+002	  7.5732341e+000	
  7.5732341e+000	  5.1731717e+002	  7.5551729e+000	
  7.5551729e+000	  5.1731717e+002	  7.5397479e+000	
  7.5397479e+000	  5.1731717e+002	  7.5265023e+000	
  7.5265023e+000	  5.1731717e+002	  7.5150765e+000	
  7.5150765e+000	  5.1731717e+002	  7.5051827e+000	
  7.5051827e+000	  5.1731717e+002	  7.4965880e+000	
  7.4965880e+000	  5.1731717e+002	  7.4891013e+000	
  7.4891013e+000	  5.1910330e+002	  7.5830938e+000	
  7.5830938e+000	  5.1910330e+002	  7.6875021e+000	
  7.6875021e+000	  5.1910330e+002	  7.8065759e+000	
  7.8065759e+000	  5.1910330e+002	  7.9473894e+000	
  7.9473894e+000	  5.1910330e+002	  8.1223953e+000	
  8.1223953e+000	  5.1837191e+002	  8.1605776e+000	
  8.1605776e+000	  5.1837191e+002	  8.1969922e+000	
  8.1969922e+000	  5.1837191e+002	  8.2315251e+000	
  8.2315251e+000	  5.1837191e+002	  8.2640842e+000	
  8.2640842e+000	  5.1837191e+002	  8.2946042e+000	
  8.2946042e+000	  5.1837191e+002	  8.3230496e+000	
  8.3230496e+000	  5.1837191e+002	  8.3494154e+000	
  8.3494154e+000	  5.1837191e+002	  8.3737266e+000	
  8.3737266e+000	  5.1386433e+002	  7.6896505e+000	
  7.6896505e+000	  5.1386433e+002	  7.4508121e+000	
  7.4508121e+000	  5.1386433e+002	  7.3119189e+000	
  7.3119189e+000	  5.1386433e+002	  7.2173439e+000	
  7.2173439e+000	  5.1386433e+002	  7.1477342e+000	
  7.1477342e+000	  5.1386433e+002	  7.0940660e+000	
  7.0940660e+000	  5.1386433e+002	  7.0513980e+000	
  7.0513980e+000	  5.1386433e+002	  7.0167310e+000	
  7.0167310e+000	  5.1386433e+002	  6.9881081e+000	
  6.9881081e+000	  5.1786340e+002	  7.0304563e+000	
  7.0304563e+000	  5.1786340e+002	  7.0718163e+000	
  7.0718163e+000	  5.1786340e+002	  7.1121162e+000	
  7.1121162e+000	  5.1786340e+002	  7.1512838e+000	
  7.1512838e+000	  5.1786340e+002	  7.1892487e+000	
  7.1892487e+000	  5.1786340e+002	  7.2259426e+000	
  7.2259426e+000	  5.1786340e+002	  7.2613014e+000	
  7.2613014e+000	  5.1786340e+002	  7.2952662e+000	
  7.2952662e+000	  5.1786340e+002	  7.3277849e+000	
  7.3277849e+000	  5.2123750e+002	  7.5101491e+000	
  7.5101491e+000	  5.2123750e+002	  7.7778929e+000	
  7.7778929e+000	  5.2123750e+002	  8.3360231e+000	
  8.3360231e+000	  5.2123750e+002	  9.2968551e+000	
  9.2968551e+000	  5.2123750e+002	  9.6410092e+000	
  9.6410092e+000	  5.2123750e+002	  9.8155660e+000	
  9.8155660e+000	  5.2123750e+002	  9.9277128e+000	
  9.9277128e+000	  5.2123750e+002	  1.0007645e+001	
  1.0007645e+001	  5.2123750e+002	  1.0068020e+001	
  1.0068020e+001	  5.2123750e+002	  1.0115340e+001	
  1.0115340e+001	  5.2123750e+002	  1.0153380e+001	
  1.0153380e+001	  5.2123750e+002	  1.0184532e+001	
  1.0184532e+001	  5.2123750e+002	  1.0210398e+001	
  1.0210398e+001	  5.2123750e+002	  1.0232111e+001	
  1.0232111e+001	  5.2123750e+002	  1.0250493e+001	
  1.0250493e+001	  5.2123750e+002	  1.0266164e+001	
  1.0266164e+001	  5.2123750e+002	  1.0279600e+001	
  1.0279600e+001	  5.2123750e+002	  1.0291174e+001	
  1.0291174e+001	  5.2123750e+002	  1.0301183e+001	
  1.0301183e+001	  5.2123750e+002	  1.0309867e+001	
  1.0309867e+001	  5.2123750e+002	  1.0317424e+001	
  1.0317424e+001	  5.2123750e+002	  1.0324015e+001	
  1.0324015e+001	  5.1800263e+002	  1.0263276e+001	
  1.0263276e+001	  5.1800263e+002	  1.0201229e+001	
  1.0201229e+001	  5.1800263e+002	  1.0137642e+001	
  1.0137642e+001	  5.1800263e+002	  1.0072232e+001	
  1.0072232e+001	  5.1800263e+002	  1.0004647e+001	
  1.0004647e+001	  5.1800263e+002	  9.9344454e+000	
  9.9344454e+000	  5.1800263e+002	  9.8610644e+000	
  9.8610644e+000	  5.1800263e+002	  9.7837741e+000	
  9.7837741e+000	  5.1800263e+002	  9.7016105e+000	
  9.7016105e+000	  5.1783090e+002	  9.5960876e+000	
  9.5960876e+000	  5.1783090e+002	  9.4757760e+000	
  9.4757760e+000	  5.1783090e+002	  9.3340431e+000	
  9.3340431e+000	  5.1783090e+002	  9.1605034e+000	
  9.1605034e+000	  5.1814393e+002	  9.0464354e+000	
  9.0464354e+000	  5.1814393e+002	  8.9253958e+000	
  8.9253958e+000	  5.1814393e+002	  8.8025261e+000	
  8.8025261e+000	  5.1814393e+002	  8.6859696e+000	
  8.6859696e+000	  5.1814393e+002	  8.5829143e+000	
  8.5829143e+000	  5.1814393e+002	  8.4962061e+000	
  8.4962061e+000	  5.1814393e+002	  8.4249358e+000	
  8.4249358e+000	  5.1814393e+002	  8.3666565e+000	
  8.3666565e+000	  5.1814393e+002	  8.3188131e+000	
  8.3188131e+000	  5.1814393e+002	  8.2792451e+000	
  8.2792451e+000	  5.1814393e+002	  8.2462524e+000	
  8.2462524e+000	  5.1814393e+002	  8.2185266e+000	
  8.2185266e+000	  5.1814393e+002	  8.1950624e+000	
  8.1950624e+000	  5.1814393e+002	  8.1750820e+000	
  8.1750820e+000	  5.1814393e+002	  8.1579767e+000	
  8.1579767e+000	  5.1814393e+002	  8.1432652e+000	
  8.1432652e+000	  5.1814393e+002	  8.1305620e+000	
  8.1305620e+000	  5.1814393e+002	  8.1195553e+000	
  8.1195553e+000	  5.1814393e+002	  8.1099902e+000	
  8.1099902e+000	  5.1814393e+002	  8.1016566e+000	
  8.1016566e+000	  5.1744742e+002	  7.9752168e+000	
  7.9752168e+000	  5.1744742e+002	  7.8859385e+000	
  7.8859385e+000	  5.1744742e+002	  7.8191289e+000	
  7.8191289e+000	  5.1744742e+002	  7.7671594e+000	
  7.7671594e+000	  5.1744742e+002	  7.7256240e+000	
  7.7256240e+000	  5.1744742e+002	  7.6917653e+000	
  7.6917653e+000	  5.1744742e+002	  7.6637496e+000	
  7.6637496e+000	  5.1744742e+002	  7.6402987e+000	
  7.6402987e+000	  5.1744742e+002	  7.6204877e+000	
  7.6204877e+000	  5.1744742e+002	  7.6036274e+000	
  7.6036274e+000	  5.1744742e+002	  7.5891912e+000	
  7.5891912e+000	  5.1744742e+002	  7.5767685e+000	
  7.5767685e+000	  5.1744742e+002	  7.5660336e+000	
  7.5660336e+000	  5.1652866e+002	  7.5051512e+000	
  7.5051512e+000	  5.1652866e+002	  7.4574094e+000	
  7.4574094e+000	  5.1652866e+002	  7.4190107e+000	
  7.4190107e+000	  5.1652866e+002	  7.3875513e+000	
  7.3875513e+000	  5.1652866e+002	  7.3614153e+000	
  7.3614153e+000	  5.1652866e+002	  7.3394653e+000	
  7.3394653e+000	  5.1652866e+002	  7.3208715e+000	
  7.3208715e+000	  5.1652866e+002	  7.3050108e+000	
  7.3050108e+000	  5.1652866e+002	  7.2914040e+000	
  7.2914040e+000	  5.1652866e+002	  7.2796756e+000	
  7.2796756e+000	  5.1652866e+002	  7.2695261e+000	
  7.2695261e+000	  5.1652866e+002	  7.2607136e+000	
  7.2607136e+000	  5.1652866e+002	  7.2530402e+000	
  7.2530402e+000	  5.1652866e+002	  7.2463425e+000	
  7.2463425e+000	  5.1652866e+002	  7.2404842e+000	
  7.2404842e+000	  5.1652866e+002	  7.2353509e+000	
  7.2353509e+000	  5.1652866e+002	  7.2308460e+000	
  7.2308460e+000	  5.2030180e+002	  7.3480379e+000	
  7.3480379e+000	  5.2030180e+002	  7.4872613e+000	
  7.4872613e+000	  5.2030180e+002	  7.6638187e+000	
  7.6638187e+000	  5.2030180e+002	  7.9159962e+000	
  7.9159962e+000	  5.2030180e+002	  8.3796264e+000	
  8.3796264e+000	  5.2030180e+002	  9.1084652e+000	
  9.1084652e+000	  5.2030180e+002	  9.4542926e+000	
  9.4542926e+000	  5.2030180e+002	  9.6330952e+000	
  9.6330952e+000	  5.2030180e+002	  9.7477657e+000	
  9.7477657e+000	  5.2030180e+002	  9.8293019e+000	
  9.8293019e+000	  5.1967767e+002	  9.8568297e+000	
  9.8568297e+000	  5.1967767e+002	  9.8798745e+000	
  9.8798745e+000	  5.1967767e+002	  9.8993433e+000	
  9.8993433e+000	  5.1967767e+002	  9.9159124e+000	
  9.9159124e+000	  5.1967767e+002	  9.9300985e+000	
  9.9300985e+000	  5.1967767e+002	  9.9423050e+000	
  9.9423050e+000	  5.1967767e+002	  9.9528517e+000	
  9.9528517e+000	  5.1967767e+002	  9.9619961e+000	
  9.9619961e+000	  5.1967767e+002	  9.9699483e+000	
  9.9699483e+000	  5.1967767e+002	  9.9768812e+000	
  9.9768812e+000	  5.1967767e+002	  9.9829386e+000	
  9.9829386e+000	  5.1967767e+002	  9.9882408e+000	
  9.9882408e+000	  5.1967767e+002	  9.9928896e+000	
  9.9928896e+000	  5.1967767e+002	  9.9969710e+000	
  9.9969710e+000	  5.1967767e+002	  1.0000559e+001	
  1.0000559e+001	  5.1967767e+002	  1.0003716e+001	
  1.0003716e+001	  5.1967767e+002	  1.0006497e+001	
  1.0006497e+001	  5.1967767e+002	  1.0008948e+001	
  1.0008948e+001	  5.1967767e+002	  1.0011110e+001	
  1.0011110e+001	  5.2103544e+002	  1.0063644e+001	
  1.0063644e+001	  5.2103544e+002	  1.0105450e+001	
  1.0105450e+001	  5.2103544e+002	  1.0139431e+001	
  1.0139431e+001	  5.2103544e+002	  1.0167488e+001	
  1.0167488e+001	  5.2103544e+002	  1.0190934e+001	
  1.0190934e+001	  5.2103544e+002	  1.0210714e+001	
  1.0210714e+001	  5.2103544e+002	  1.0227529e+001	
  1.0227529e+001	  5.1695308e+002	  1.0134309e+001	
  1.0134309e+001	  5.1695308e+002	  1.0030666e+001	
  1.0030666e+001	  5.1695308e+002	  9.9121195e+000	
  9.9121195e+000	  5.1695308e+002	  9.7707544e+000	
  9.7707544e+000	  5.1695308e+002	  9.5906482e+000	
  9.5906482e+000	  5.1695308e+002	  9.3328068e+000	
  9.3328068e+000	  5.1695308e+002	  8.8842030e+000	
  8.8842030e+000	  5.1695308e+002	  8.3206863e+000	
  8.3206863e+000	  5.1695308e+002	  8.0248670e+000	
  8.0248670e+000	  5.1695308e+002	  7.8595365e+000	
  7.8595365e+000	  5.1695308e+002	  7.7506476e+000	
  7.7506476e+000	  5.1695308e+002	  7.6722249e+000	
  7.6722249e+000	  5.1695308e+002	  7.6126538e+000	
  7.6126538e+000	  5.1695308e+002	  7.5657978e+000	
  7.5657978e+000	  5.2070545e+002	  7.8118815e+000	
  7.8118815e+000	  5.2070545e+002	  8.2685287e+000	
  8.2685287e+000	  5.2070545e+002	  9.1276334e+000	
  9.1276334e+000	  5.2070545e+002	  9.5150694e+000	
  9.5150694e+000	  5.2070545e+002	  9.7038774e+000	
  9.7038774e+000	  5.1855581e+002	  9.6667143e+000	
  9.6667143e+000	  5.1855581e+002	  9.6309300e+000	
  9.6309300e+000	  5.1855581e+002	  9.5965938e+000	
  9.5965938e+000	  5.1855581e+002	  9.5637676e+000	
  9.5637676e+000	  5.1855581e+002	  9.5325038e+000	
  9.5325038e+000	  5.1855581e+002	  9.5028438e+000	
  9.5028438e+000	  5.1855581e+002	  9.4748168e+000	
  9.4748168e+000	  5.1855581e+002	  9.4484386e+000	
